Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AZE,127505000000.0,127633000000.0,130396000000.0,137972000000.0,141767000000.0,143318000000.0,138875000000.0,139153000000.0,141240000000.0,144771000000.0,138546000000.0,132574667400.0,140024037961.206,144009122081.5819,147760559711.8071,151405812719.89737,155154620642.842,158988491318.92664,162952074407.50745,163642991202.99527,164336837485.69598,165033625676.63535,165733368249.50427,166436077730.88217,167141766700.46112,167850447791.2711,168562133689.90607,169276837136.75128,169994570926.21112,170715347906.93826,171439180982.0637,172166083109.42764,172896067301.8116,173629146627.1713,174365334208.8705,175104643225.91614,175847086913.19403,176592678561.70596,177341431518.8076,178093359188.44733,178848475031.40634
BDI,7341030040.0,7637064601.0,7976662580.0,8369449021.0,8724368199.0,8384117570.0,8333811187.0,8375481077.0,8510320717.0,8667121392.0,8692912762.0,8722034019.752699,8935462192.216047,9259819469.79349,9682437630.394863,10156199303.650084,10680970121.669685,11194831594.223215,11700726033.966164,11687902038.232937,11675092097.599033,11662296196.660065,11649514320.028526,11636746452.333775,11623992578.222017,11611252682.356287,11598526749.416424,11585814764.099064,11573116711.11761,11560432575.202227,11547762341.099806,11535105993.573961,11522463517.405005,11509834897.389929,11497220118.34239,11484619165.092688,11472032022.487745,11459458675.391098,11446899108.682869,11434353307.259752,11421821256.034996
BEL,522689000000.0,531546000000.0,535475000000.0,537935000000.0,546426000000.0,557581000000.0,564644000000.0,573789000000.0,584227000000.0,596785000000.0,563009000000.0,531142690600.0,564471894435.15,576218554558.3455,584032078158.1566,592097561157.5209,598877078232.7744,606297165232.0784,613560605271.5587,624477075560.5503,635587771688.9236,646896149322.813,658405725611.5645,670120080281.6454,682042856750.0165,694177763257.3127,706528574021.1869,719099130410.1719,731893342138.4297,744915188481.7566,758168719515.224,771658057372.8389,785387397529.6165,799361010106.4634,813583241198.2776,828058514225.6774,842791331310.7806,857786274677.462,873048008076.5234,888581278236.221,904390916338.5999
BEN,24881272743.0,25618692190.0,26851264682.0,28782255585.0,30612139032.0,31156469107.0,32196993426.0,34023063768.0,36301676625.0,38794036240.0,40287138158.0,41837790105.701416,44589043183.052345,47237632348.12565,50142746737.53538,53154821534.05913,56352084049.33278,59753495842.55051,63355436571.939445,66441226465.61232,69677312841.84644,73071016041.1214,76630012948.42026,80362354359.08601,84276483190.49965,88381253580.77612,92685950917.6814,97200312843.07797,101934551280.41292,106899375535.0767,112106016519.88814,117566252160.5058,123292434038.23538,129297515330.50166,135595080112.18907,142199374084.13333,149125336798.27512,156388635452.3719,164005700330.7151,171993761971.0229,180370890141.58353
BFA,26784133779.0,28557929809.0,30400679458.0,32161664609.0,33553250183.0,34868949891.0,36946433804.0,39238401912.0,41829929268.0,44209263812.0,45062646234.0,45932355306.31621,49109496322.854095,51429428929.14572,53981871486.89922,56828875389.118286,59817505945.83201,63014751638.63673,66357684213.06641,70141664797.63231,74141423091.05249,78369263601.39667,82838192489.0027,87561957577.49559,92555090646.3947,97832952135.4147,103411778397.98459,109308731649.35126,115541952762.92386,122130617077.27682,129094993385.49146,136456506288.30571,144237802102.89005,152462818530.00525,161156858293.86026,170346666981.20935,180060515319.1458,190328286144.70477,201181566333.8204,212653743972.4402,224780111068.7246
BGD,425529000000.0,453037000000.0,482581000000.0,511602000000.0,542610000000.0,578166000000.0,619293000000.0,664404000000.0,716651000000.0,775077000000.0,802276000000.0,830427864840.0,872023996589.8356,927964335971.0735,990137946481.1354,1061427878627.7772,1137850685888.9773,1218638084587.0947,1302724112423.6042,1399042322399.7559,1502481915548.704,1613569418456.7131,1732870286979.7288,1860991784517.862,1998586073097.9746,2146353532998.5464,2305046327814.327,2475472233107.6074,2658498748134.6514,2855057511576.735,3066149043752.6724,3292847839451.57,3536307837309.261,3797768293568.5586,4078560090121.8438,4380112508945.0923,4703960507406.457,5051752531482.061,5425258906649.718,5826380849171.771,6257160143636.136
BGR,134309000000.0,137131000000.0,138166000000.0,137392000000.0,138720000000.0,143475000000.0,147837000000.0,151920000000.0,155999000000.0,162297000000.0,155177000000.0,148369385010.0,154568257915.7178,159514442169.02078,166692592066.6267,173693680933.42505,178904491361.4278,183913817119.5478,189136969525.74295,195171573675.4313,201398717905.11963,207824545398.60037,214455395344.0881,221297809187.93658,228358537087.8869,235644544572.213,243163019411.33405,250921378708.67206,258927276217.75095,267188609892.75452,275713529679.99274,284510445557.9626,293588035833.93494,302955255705.25244,312621346093.78424,322595842762.2525,332888585721.4249,343509728937.4527,354469750348.931,365779462203.564,377450021724.6309
BHR,55342292397.0,56440015074.0,58544160034.0,61715403402.0,64400264666.0,66000855035.0,68349250017.0,71282082008.0,72805167215.0,74364200163.0,70582646570.0,67098687135.3048,68592303910.93668,70849676632.64561,72963122486.59743,75152016161.19536,77420104008.94025,79769029964.5715,82201985378.49094,84604256199.19196,87076730982.35713,89621461368.58553,92240558955.62106,94936197050.54013,97710612473.14511,100566107412.0603,103505051335.07034,106529882955.28642,109643112254.7717,112847322567.30513,116145172722.01204,119539399249.6401,123032818653.31158,126628329745.63596,130328916054.1224,134137648296.88806,138057686930.7163,142092284773.57956,146244789703.80264,150518647438.10657,154917404390.83777
BHS,12971997910.0,13051566090.0,13454452166.0,12972261464.0,13269085916.0,13480029445.0,13492316077.0,13711567829.0,14090972507.0,14189955825.0,12130357326.0,10369635960.1311,10950750359.336847,11607685873.393465,12083136686.767662,12445026630.536352,12681233235.983932,12878172788.138763,13070830253.04932,13247966144.638645,13427502581.830788,13609472096.81976,13793907662.675861,13980842699.320444,14170311079.581635,14362347135.332125,14556985663.710146,14754261933.424746,14954211691.146519,15156871167.984936,15362277086.053467,15570466665.123663,15781477629.36942,15995348214.202633,16212117173.201508,16431823785.132734,16654507861.068853,16880209751.602058,17108970354.15577,17340831120.39529,17575834063.738888
BIH,40531590484.0,40920495653.0,40584196094.0,41537866530.0,42017151657.0,43315130444.0,44679473418.0,46096453820.0,47820493963.0,49174293392.0,47602215754.0,46117502644.63274,48792317798.02144,49987729584.07296,51112453499.7146,52645827104.70604,54225201917.84722,55851957975.38264,57527516714.64412,59366211203.87758,61263674046.375916,63221783596.246185,65242478243.54941,67327758333.16974,69479688145.01451,71700397937.50546,73992086056.38402,76357021110.91817,78797544219.66534,81316071328.0143,83915095599.8003,86597189885.36111,89365009268.47704,92221293694.71611,95168870683.78664,98210658128.58183,101349667183.68758,104589005246.2126,107931879031.89206,111381597749.5094,114941576376.77922
BLR,164077000000.0,172902000000.0,175819000000.0,177584000000.0,180649000000.0,173731000000.0,169342000000.0,173630000000.0,179098000000.0,181605000000.0,179971000000.0,178759795170.0,182871270458.90997,171183967563.88104,171819060083.54306,175528633590.74677,176706430722.1407,177720725634.48578,178740842599.62775,179012171198.69397,179283911674.57358,179556064652.49557,179828630758.63806,180101610620.12967,180375004865.051,180648814122.43613,180923039022.27396,181197680195.50977,181472738274.04654,181748213890.74652,182024107679.43265,182300420274.89,182577152312.86728,182854304430.0782,183131877264.20303,183409871453.89008,183688287638.75705,183967126459.39267,184246388557.358,184526074575.18805,184806185156.39316
BLZ,2352273576.0,2397396111.0,2455455367.0,2487231040.0,2587657860.0,2655916715.0,2655034057.0,2703187933.0,2781744459.0,2830780992.0,2434173511.0,2026498131.3777199,2224162759.112303,2350940036.381704,2430871997.618682,2479489437.5710554,2529079226.3224764,2579660810.848926,2631254027.0659046,2677821960.836917,2725214053.899809,2773444892.2257276,2822529319.9283385,2872482443.8324304,2923319638.123377,2975056549.078884,3027709099.8844824,3081293495.534238,3135826227.818203,3191324080.3981295,3247804133.9730153,3305283771.53607,3363780683.724715,3423312874.265275,3483898665.514022,3545556704.096289,3608305966.6453853,3672165765.6430755,3737155755.3634267,3803295937.921849,3870606669.4311895
BOL,66449395947.0,69907483850.0,73488337955.0,78482613664.0,82768211466.0,86788418466.0,90489007926.0,94285208488.0,98267460721.0,100446000000.0,91576909124.0,83574918804.74487,88678003346.96259,92047767474.14717,95453534870.69061,98889862126.03548,102351007300.44672,105830941548.66191,109429193561.31642,113753178715.69829,118248021819.4704,122920474153.64496,127777553769.3521,132826556028.99428,138075064563.92395,143530962665.10284,149202445123.8517,155098030540.4756,161226574119.25195,167597280969.0001,174219719929.20917,181103837942.49194,188259974994.95157,195698879646.9021,203431725177.2698,211470126365.92447,219826156939.1476,228512367704.4411,237541805401.9144,246928032300.56564,256685146568.8902
BRA,2910890000000.0,3026580000000.0,3084730000000.0,3177420000000.0,3193430000000.0,3080200000000.0,2979290000000.0,3018710000000.0,3072550000000.0,3115910000000.0,2989430000000.0,2873470010300.0,3006195590075.757,3030425526531.767,3072730266882.1504,3140115241634.876,3203357162601.4023,3267936842999.4463,3334602754596.635,3317969756056.7065,3301419722913.4956,3284952241335.603,3268566899555.8213,3252263287860.837,3236040998580.9873,3219899626080.0654,3203838766745.178,3187858018976.6533,3171956983177.9976,3156135261745.906,3140392459060.3174,3124728181474.5244,3109142037305.3296,3093633636823.2505,3078202592242.7764,3062848517712.6694,3047571029306.319,3032369745012.139,3017244284724.0186,3002194270231.815,2987219325211.8984
BRB,4400289098.0,4370662427.0,4350749419.0,4289553345.0,4284210831.0,4389118386.0,4497911405.0,4519281463.0,4493054574.0,4488735151.0,3636795228.0,3137463243.1956,3181387728.6003385,3537703154.2035766,3711050608.7595515,3822382127.0223384,3921764062.324919,4011964635.758392,4085784785.056346,4114703969.7649746,4143827844.4629707,4173157857.9460793,4202695469.2646213,4232442147.796076,4262399373.3181763,4292568636.082522,4322951436.888714,4353549287.159012,4384363709.013523,4415396235.345921,4446648409.899698,4478121787.344968,4509817933.355795,4541738424.6880865,4573884849.258028,4606258806.221076,4638861906.051508,4671695770.62254,4704762033.287006,4738062338.9586115,4771598344.19376
BRN,26331283315.0,27317473701.0,27566838985.0,26980760126.0,26303987537.0,26200774965.0,25551541320.0,25891019750.0,25904544646.0,26906819939.0,27211828479.0,27514696129.97127,27328696784.132668,28921959806.647602,29674219981.21851,30305984124.618652,30936348594.410717,31583227643.519844,32250265411.350983,32403776674.709015,32558018651.680634,32712994820.462635,32868708675.80804,33025163729.10489,33182363508.455433,33340311558.755684,33499011441.775364,33658466736.238216,33818681037.902714,33979657959.643135,34141401131.53104,34303914200.91713,34467200832.5135,34631264708.476265,34796109528.48862,34961739009.84422,35128156887.53108,35295366914.315735,35463372860.82788,35632178515.645424,35801787685.3799
BTN,5614656382.0,6062852899.0,6373174014.0,6508283559.0,6884234277.0,7341501097.0,7938147353.0,8307416844.0,8561219215.0,9053931934.0,8141626868.0,7947693316.00424,7651244355.317282,7986751420.297944,8345995499.182946,8901755339.473537,9451082661.472448,10008318495.192863,10584997806.885876,11182224553.14599,11813148026.883593,12479669464.856419,13183797375.402548,13927653590.91751,14713479661.824257,15543643611.303705,16420647071.140682,17347132820.18858,18325892748.16926,19359876268.806465,20452199207.64506,21606153191.33881,22825215566.700527,24113059879.404903,25473566943.920685,26910836538.03058,28429199757.17934,30033232065.878914,31727767085.49993,33517911159.99801,35409058743.467415
BWA,26083179980.0,27660784984.0,28893389525.0,32170881397.0,33505735636.0,31589984034.0,33812938657.0,35166622662.0,36566393289.0,37660729503.0,34462243851.0,31455068452.56174,35391670269.39985,36915281674.49751,38475690630.878525,40000867007.48654,41583301306.30271,43249128356.633194,44973038612.9286,46204130571.91891,47468922442.19462,48768336725.12725,50103321174.640884,51474849488.4755,52883922018.37303,54331566499.70397,55818838801.06687,57346823694.40728,58916635646.21799,60529419630.39756,62186351963.36006,63888641162.00508,65637528825.173805,67434290539.234116,69280236808.45511,71176714010.84976,73125105380.18277,75126832014.8599,77183353914.43466,79296171044.4884,81466824430.66023
CAF,5270049770.0,5491108086.0,5768615578.0,3669302318.0,3672277041.0,3831548140.0,4013558817.0,4195263791.0,4354240946.0,4484868174.0,4522048180.0,4565414622.0462,4610292647.780914,4773635316.291793,4952121540.767943,5151394911.568446,5358738556.759075,5575713880.92225,5835765176.328464,6073934424.704782,6321823836.445833,6579830110.858861,6848366137.343233,7127861656.140486,7418763946.050892,7721538540.217121,8036669971.120462,8364662545.981832,8706041153.808443,9061352105.377674,9431164007.502348,9816068672.976534,10216682067.658052,10633645296.203314,11067625628.031963,11519317565.163204,11989443953.632647,12478757140.268303,12988040176.676933,13518108072.367474,14069809099.016935
CAN,1525510000000.0,1573520000000.0,1601250000000.0,1638540000000.0,1685570000000.0,1696680000000.0,1713670000000.0,1765760000000.0,1814800000000.0,1848910000000.0,1752160000000.0,1660469467200.0,1736236688988.3362,1804349254297.3489,1854022989268.155,1886208828361.8503,1917689653707.2097,1949274002303.7673,1981066661281.3418,2018140342780.5605,2055907821155.3557,2094382080120.4568,2133576346367.8308,2173504094113.758,2214179049731.003,2255615196467.6685,2297826779254.3643,2340828309601.33,2384634570587.209,2429260621941.1777,2474721805220.1846,2521033749083.0747,2568212374663.415,2616273901042.8657,2665234850826.9814,2715112055825.3574,2765922662838.0728,2817684139550.4243,2870414280537.9707,2924131213383.958,2978853404911.225
CHE,515033000000.0,524924000000.0,531314000000.0,540993000000.0,554230000000.0,563418000000.0,574941000000.0,584052000000.0,601089000000.0,608368000000.0,593811000000.0,578876653350.0,600422442387.687,613631736120.2162,622234853060.6216,633435080415.7128,641036301380.7013,652574954805.554,660405854263.2206,672900733025.8807,685632014894.7305,698604172616.5388,711821763562.4437,725289431329.0452,739011907369.7908,752994012657.2273,767240659376.702,781756852652.1093,796547692304.2872,811618374642.6843,826974194290.924,842620546046.9083,858562926778.1158,874806937352.7578,891358284607.472,908222783352.2455,925406358413.27,942915046714.4491,960754999398.2865,978932483986.9021,997453886583.9343
CHL,362792000000.0,384961000000.0,405436000000.0,421836000000.0,429289000000.0,439179000000.0,446693000000.0,451985000000.0,468771000000.0,473186000000.0,445876000000.0,418842538120.0,467805230826.228,474939260596.328,477242716010.2202,485145855387.3494,495940350669.718,508199996138.2735,520696634043.3136,531144932702.0267,541802886921.6255,552674703650.5947,563764674254.0475,575077176207.6292,586616674825.4114,598387725022.458,610394973112.7585,622643158643.2391,635137116264.5743,647881777639.5392,660882173389.6542,674143435080.8909,687670797249.224,701469599466.8269,715545288449.7281,729903420207.7604,744549662237.6493,759489795760.1099,774729718001.8322,790275444523.2568,806133111593.0604
CHN,11885000000000.0,13020100000000.0,14043900000000.0,15134600000000.0,16258500000000.0,17403300000000.0,18595200000000.0,19887000000000.0,21229400000000.0,22492500000000.0,23020500000000.0,23537080020000.0,25438876085616.0,26551318136839.99,27898532019103.25,29317730342915.03,30774235186351.047,32288943042223.246,33833646077363.21,35017823690070.92,36243447519223.4,37511968182396.21,38824887068780.08,40183758116187.375,41590189650253.93,43045846288012.81,44552450908093.26,46111786689876.516,47725699224022.19,49396098696862.96,51124962151253.164,52914335826547.02,54766337580476.164,56683159395792.83,58667069974645.57,60720417423758.164,62845632033589.695,65045229154765.33,67321812175182.11,69678075601313.48,72116808247359.44
CIV,77577742959.0,73411471202.0,79005727589.0,87506912264.0,95708060030.0,102593000000.0,109959000000.0,118051000000.0,126185000000.0,134049000000.0,136674000000.0,139340509740.0,148397642873.1,157242142388.3368,167777365928.35535,178515117347.7701,189583054623.33188,200958037900.7318,213015520174.77573,228570765520.01855,245261917101.3524,263171923335.76154,282389789865.4322,303011021880.5655,325138098742.3719,348880983264.9348,374357668186.8734,401694762548.55164,431028120888.89703,462503518388.68787,496277375315.5034,532517534370.5427,571404094800.4172,613130307419.1229,657903534988.0969,705946282727.0677,757497304076.9291,812812787209.8428,872167628183.0543,935856797063.4937,1004196803812.2582
CMR,65570178137.0,67785932998.0,70921695834.0,74464609829.0,78723850093.0,83185093671.0,86958198354.0,90037541682.0,93598989465.0,96851610488.0,97328037838.0,97847769560.05492,101318429946.35008,105639660983.56192,110856147442.9302,116442188712.57945,122374918227.48538,128662541526.01358,135306675170.41692,141009580915.49966,146952852731.92615,153146621568.87137,159601445374.75616,166328327094.4114,173338733424.78668,180644614361.1746,188258423567.26938,196193139603.78265,204462288051.8029,213079964568.6103,222060858915.2481,231420279996.808,241174181958.1135,251339191379.2841,261932635617.53818,272972572343.5462,284477820322.682,296467991493.64246,308963524399.1165,321985719025.4905,335556773110.97687
COD,55891897117.0,59734281098.0,63967589236.0,69393292416.0,75965037128.0,81218906049.0,83167671599.0,86267287184.0,91289010441.0,95291603469.0,96945315647.0,98627316873.47545,104292469954.68787,110997432848.07474,118680675149.81848,126675005427.91026,135255970295.5969,144170691297.77966,153732091544.6484,160880018873.1084,168360296230.63245,176188376564.17194,184380431320.8997,192953383855.59625,201924944391.34607,211313646605.7661,221138885918.34784,231420959558.00735,242181108493.6165,253441561314.1357,265225580148.9978,277557508723.60565,290462822649.21844,303968182051.1165,318101486643.76526,332891933366.7538,348370076700.5744,364567891786.84436,381518840483.36554,399257940490.48016,417821837691.5256
COG,22091667238.0,22578991603.0,24824958475.0,24648096919.0,26303630551.0,25369698641.0,22634023588.0,21642080500.0,20602102448.0,20584202114.0,18948901358.0,17404755386.336582,17376907777.71844,17793953564.383682,18271543278.05174,19617425155.913033,19919729677.56565,19983074417.940308,20656504025.824898,19668957881.35826,18728624342.966286,17833246270.377754,16980674432.683535,16168862349.405802,15395861378.20541,14659816037.436167,13958959552.318419,13291609614.04118,12656164341.6131,12051098436.769262,11474959522.704197,10926364657.842754,10403997016.28061,9906602726.926266,9432987863.757376,8982015579.966864,8552603379.119808,8143720516.770848,7754385526.305068,7383663863.063476,7030665661.098137
COL,532873000000.0,569896000000.0,592194000000.0,622597000000.0,650608000000.0,669839000000.0,683821000000.0,693117000000.0,710891000000.0,734216000000.0,684320000000.0,636089126400.0,703279220821.6321,744069415629.2867,771183305134.818,797712010831.4557,824515134395.3927,852919680775.3141,882302763778.0237,903748014754.4122,925714514001.033,948214930978.342,971262243090.7015,994869743171.264,1019051047148.7847,1043820101900.783,1069191193297.5834,1095178954441.8744,1121798374108.5386,1149064805389.6206,1176993974549.4207,1205601990094.8188,1234905352066.0635,1264920961553.381,1295666130444.8975,1327158591411.491,1359416508134.3386,1392458485781.0518,1426303581736.4458,1460971316594.1318,1496481685415.2688
COM,1985131106.0,2066518443.0,2132652673.0,2228619361.0,2275420511.0,2300817403.0,2377220187.0,2467927827.0,2557822716.0,2602720902.0,2599367673.0,2590477835.55834,2648349110.4047136,2742286053.350769,2843119911.532477,2953205514.5070148,3080134287.5205264,3215598593.4856787,3355219884.414827,3451367065.4226184,3550269440.049369,3652005961.1234236,3756657843.9453764,3864308631.121475,3975044259.2548923,4088953127.5481005,4206126168.371119,4326656919.851962,4450641600.54724,4578179186.252522,4709371489.013775,4844323238.402954,4983142165.122629,5125939087.006383,5272827997.483638,5423926156.579529,5579354184.522471,5739236158.034147,5903699709.378774,6072876128.250731,6246900466.581884
CPV,3054562041.0,3175794137.0,3210153634.0,3235924671.0,3255703052.0,3288483544.0,3443232724.0,3570702549.0,3732496854.0,3944045537.0,3360981311.0,2864127443.79487,3061666313.593402,3220995428.552803,3406299295.557446,3600390229.418309,3798411692.036316,3988408244.871972,4167806847.7263136,4331301574.748921,4501209872.923172,4677783333.818202,4861283418.4372225,5051981844.375678,5250160988.166847,5456114303.410657,5670146755.304851,5892575272.22195,6123729215.000672,6363950864.646719,6613595929.165081,6873034070.274369,7142649450.7830925,7422841303.438412,7714024522.089694,8016630276.042229,8331106648.510814,8657919300.118597,8997552158.423649,9350508134.494291,9717309867.594234
CRI,77039150480.0,80431306952.0,84358439807.0,86462985573.0,89525599525.0,92795146907.0,96696554845.0,100717000000.0,103352000000.0,105684000000.0,101389000000.0,97281731610.0,104655686866.03801,108151186807.3637,111547134073.11493,115164607631.10605,118827993799.85152,122581770123.98883,126455354059.90689,130766975811.93347,135225606619.21715,139836258902.50595,144604115986.04578,149534537924.706,154633067529.78674,159905436600.28235,165357572366.60556,170995604154.01733,176825870273.2527,182854925146.08948,189089546673.8705,195536743857.2628,202203764675.82,209098104236.20676,216227513198.24445,223600006488.25177,231223872309.4752,239107681459.73904,247260296966.79028,255690884052.16995,264408920434.8127
CYP,31765044173.0,31892561112.0,30793281272.0,28775373453.0,28248982925.0,29204668535.0,31089699773.0,32909236998.0,34782707773.0,36620343406.0,34705470007.0,32975402327.15105,34793336257.446884,35539305386.80654,36785313433.667984,37893654927.4244,38928151706.94309,40020475643.83991,41193075580.20443,43389902300.896736,45703885790.60356,48141274019.81645,50708648163.29327,53412940369.8417,56261452479.76536,59261875740.51125,62422311573.75272,65751293449.980965,69257809929.66846,72951328933.21768,76841823305.22618,80939797742.0939,85256317155.67978,89803036549.5922,94592232488.78195,99636836247.4087,104950468724.48302,110547477221.55971,116442974181.78549,122652877994.90013,129193955978.36816
