Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
CMR,0.0429762173,0.040975132,0.0429479742,0.0426826382,0.0401515007,0.0409544468,0.0402897263,0.0395940948,0.0382291627,0.0373933601,0.0375891471,0.0401686049,0.040731349,0.0378499365,0.0395117664,0.0374879193,0.0372950816,0.0349216461,0.0346510625,0.0359539533,0.0356649579,0.0353782855,0.0350939173,0.0348118348,0.0345320197,0.0342544537,0.0339791188,0.033705997,0.0334350706,0.0331663218,0.0328997332,0.0326352874,0.0323729673,0.0321127556,0.0318546355,0.0315985902,0.0313446029,0.0310926572,0.0308427366,0.0305948248,0.0303489057,0.0301049633,0.0298629817,0.0298629817,0.0298629817,0.0298629817,0.0298629817,0.0298629817,0.0298629817,0.0298629817,0.0298629817
COD,0.0155040038,0.0270775008,0.026547749,0.0381817865,0.0442028952,0.0425265551,0.0439380932,0.0433555222,0.0498871946,0.0454615879,0.0386035585,0.0326267195,0.0330099416,0.0356663251,0.0397874045,0.0396921349,0.0436603069,0.0415646648,0.0330249262,0.0353626084,0.0354305047,0.0354985313,0.0355666885,0.0356349766,0.0357033958,0.0357719464,0.0358406286,0.0359094426,0.0359783888,0.0360474674,0.0361166785,0.0361860226,0.0362554998,0.0363251104,0.0363948547,0.0364647329,0.0365347452,0.036604892,0.0366751734,0.0367455898,0.0368161414,0.0368868284,0.0369576512,0.0370286099,0.0370997049,0.0371709364,0.0372423047,0.0373138099,0.0373854525,0.0374572326,0.0375291506
COG,0.0150500607,0.0218529677,0.0170167685,0.0191852152,0.0192152369,0.0171774054,0.017086128,0.0190200078,0.0223927021,0.0214222002,0.018517288,0.0175237262,0.0190971029,0.0194347048,0.0197311711,0.0245668483,0.0279067516,0.0251812744,0.0193649173,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084,0.0208331084
COL,0.0563529348,0.0594238234,0.0573295689,0.0577505875,0.0579892778,0.0606709814,0.0633551502,0.0649102831,0.0684192705,0.0731134653,0.0707130146,0.0678076839,0.0674599648,0.0701724052,0.0718553209,0.0752338552,0.0753117037,0.0767864275,0.0762541389,0.0770943594,0.0784666348,0.0798633365,0.0812848996,0.0827317663,0.0842043872,0.0857032207,0.0872287333,0.0887813999,0.090361704,0.0919701373,0.0936072007,0.0952734038,0.0969692651,0.0986953127,0.1004520839,0.1022401254,0.104059994,0.1059122562,0.1077974886,0.1097162779,0.1116692216,0.1136569277,0.1156800147,0.1177391126,0.1198348624,0.1219679163,0.1241389385,0.1263486048,0.1263486048,0.1263486048,0.1263486048
COM,0.0751418018,0.0665322924,0.0668114853,0.0665392351,0.0658027601,0.0612521267,0.0577074194,0.0541753864,0.0506897497,0.0492694378,0.0499181557,0.053021183,0.0517421341,0.0509434605,0.0523187876,0.0460089922,0.0465263557,0.0526807404,0.0490244007,0.0517030334,0.050567264,0.0494564442,0.048370026,0.0473074734,0.046268262,0.0452518791,0.0442578233,0.0432856041,0.0423347418,0.0414047673,0.0404952217,0.0396056562,0.038735632,0.0378847197,0.0370524995,0.0362385609,0.0354425022,0.0346639307,0.0339024622,0.033157721,0.0324293396,0.0317169588,0.0310202269,0.0303388003,0.0296723426,0.0296723426,0.0296723426,0.0296723426,0.0296723426,0.0296723426,0.0296723426
CPV,0.0443401194,0.0475244379,0.047555151,0.0450008631,0.0437710667,0.0427364111,0.0448974991,0.0418900156,0.0358312869,0.0388152456,0.0447555733,0.0430527449,0.0513365459,0.0528994226,0.0532722235,0.048200655,0.0484664345,0.0527825785,0.0526637983,0.0493621731,0.0499996696,0.0506453991,0.051299468,0.051961984,0.0526330562,0.0533127951,0.0540013125,0.054698722,0.0554051382,0.0561206776,0.056845458,0.0575795987,0.0583232205,0.059076446,0.0598393992,0.0606122056,0.0613949926,0.062187889,0.0629910255,0.0638045341,0.064628549,0.0654632058,0.0663086419,0.0671649965,0.0680324106,0.0689110272,0.0698009908,0.0707024479,0.0716155471,0.0725404387,0.073477275
CRI,0.0656498814,0.0647410393,0.068690896,0.069691925,0.0663005924,0.0666429853,0.0693530893,0.0699642754,0.0746854544,0.0786019039,0.0802937698,0.081219759,0.0778642225,0.0768229151,0.0766376114,0.0759196186,0.0731724358,0.0704522943,0.0729572248,0.0727393246,0.0735227135,0.0743145393,0.0751148929,0.0759238662,0.076741552,0.0775680441,0.0784034374,0.0792478277,0.0801013119,0.080963988,0.081835955,0.0827173128,0.0836081627,0.084508607,0.0854187488,0.0863386927,0.0872685442,0.08820841,0.089158398,0.0901186173,0.0910891778,0.0920701912,0.0930617699,0.0940640276,0.0950770796,0.0961010419,0.097136032,0.0981821689,0.0992395724,0.100308364,0.1013886662
CSS,0.0469501584,0.0452337932,0.046451826,0.0447284033,0.0469675748,0.0462977725,0.045320237,0.0475415979,0.0463686291,0.053725083,0.0524098141,0.0509515649,0.0508769128,0.0519779858,0.0527502563,0.0567556309,0.0597824555,0.0625991417,0.0615506571,0.0630564457,0.06422465,0.0654144969,0.0666263873,0.0678607295,0.0691179396,0.0703984411,0.0717026656,0.0730310527,0.0743840498,0.0757621131,0.0771657067,0.0785953039,0.0800513862,0.0815344443,0.0830449781,0.0845834965,0.086150518,0.0877465707,0.0893721923,0.0910279308,0.092714344,0.0944320003,0.0961814784,0.0979633679,0.0997782693,0.1016267941,0.1035095653,0.1054272174,0.1073803965,0.1093697608,0.1113959808
CUB,0.0658189821,0.0698209763,0.0711481667,0.0710295439,0.0683178759,0.0875525475,0.082719059,0.1096749115,0.1131422806,0.1229053974,0.106880827,0.1131298637,0.0929940987,0.1043099499,0.121412344,0.1281401348,0.122177515,0.117113266,0.1118745422,0.1134020519,0.1170899048,0.1208976872,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993,0.1248292993
CYP,0.0530800056,0.0533940458,0.0561565971,0.0563568783,0.0540558147,0.0543580961,0.0546357489,0.0535744858,0.0601427698,0.0646531582,0.0651767111,0.0644928503,0.0655474567,0.0694518471,0.0695228958,0.0675352287,0.0662359428,0.0659893894,0.0677018547,0.0700903225,0.0714605066,0.0728574761,0.0742817548,0.0757338765,0.0772143854,0.0787238366,0.0802627958,0.0818318398,0.0834315568,0.0850625465,0.08672542,0.0884208009,0.0901493244,0.0919116385,0.0937084039,0.0955402939,0.0974079952,0.0993122079,0.1012536457,0.1032330364,0.1052511218,0.1073086585,0.1094064176,0.1115451855,0.1137257638,0.1159489698,0.1182156369,0.1205266148,0.1228827695,0.1252849843,0.1252849843
CZE,0.0570103025,0.0586295414,0.0617736149,0.0652412462,0.0635071039,0.0634086704,0.0616380167,0.0598578358,0.0633024883,0.07248806,0.0687530422,0.0692782688,0.0697858715,0.077224946,0.0759677219,0.0719641542,0.0710655022,0.0714152622,0.0752479792,0.0783470726,0.079612481,0.0808983275,0.082204942,0.0835326601,0.0848818226,0.0862527759,0.0876458718,0.0890614681,0.0904999282,0.0919616212,0.0934469226,0.0949562135,0.0964898814,0.0980483201,0.0996319296,0.1012411165,0.1028762939,0.1045378816,0.1062263061,0.1079420009,0.1096854064,0.1114569702,0.1132571471,0.1150863992,0.1169451962,0.1188340151,0.120753341,0.1227036665,0.1246854924,0.1246854924,0.1246854924
DEU,0.098881979,0.0992046165,0.1018365669,0.1040202236,0.1014603138,0.103115406,0.1017961693,0.1005104923,0.1025105095,0.1123758507,0.1109557819,0.1077818966,0.1085323715,0.1099795437,0.1102157784,0.1118370342,0.1123563671,0.1132935143,0.1145038891,0.1169724941,0.1180312632,0.1190996156,0.1201776382,0.1212654184,0.1223630446,0.1234706059,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922,0.1245881922
DJI,0.0293908072,0.028072207,0.0358787632,0.0397685766,0.0332442927,0.0322467232,0.0348426819,0.0341498637,0.0319098687,0.0321451879,0.0306150365,0.033765645,0.03299927,0.0292013574,0.0296522927,0.0307556486,0.027274003,0.0246476841,0.0226254249,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784,0.0179826784
DMA,0.053237443,0.046450181,0.046531105,0.0484617901,0.0474520159,0.0497772503,0.0478092194,0.0479109907,0.0504968786,0.0498329306,0.051571188,0.0533450365,0.0579509926,0.0530803347,0.0522792864,0.0515941811,0.0512967396,0.0545470619,0.0647454262,0.0546006632,0.0552196796,0.0558457138,0.0564788455,0.0571191551,0.0577667241,0.0584216346,0.0590839699,0.0597538142,0.0604312527,0.0611163713,0.0618092573,0.0625099987,0.0632186844,0.0639354047,0.0646602505,0.065393314,0.0661346883,0.0668844678,0.0676427476,0.0684096241,0.0691851949,0.0699695584,0.0707628143,0.0715650636,0.072376408,0.0731969508,0.0740267963,0.0748660498,0.075714818,0.0765732089,0.0774413315
DNK,0.0810438347,0.0844832611,0.0870251179,0.089036293,0.0900743198,0.090905695,0.0916879559,0.093251543,0.0951134396,0.1067432022,0.1033315945,0.1015291023,0.1024135303,0.1016958141,0.1017190456,0.1022716618,0.1014456177,0.1003963375,0.100707159,0.0995583057,0.1008771312,0.1022134269,0.1035674242,0.1049393575,0.1063294646,0.1077379861,0.1091651659,0.1106112512,0.1120764925,0.1135611435,0.1150654613,0.1165897065,0.118134143,0.1196990382,0.1212846633,0.1228912928,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049,0.1245192049
DOM,0.0488427496,0.0488183308,0.0498649025,0.0438888311,0.042877388,0.0435389185,0.0399365425,0.0420731974,0.047250762,0.0508706808,0.0557940006,0.0566509867,0.0588520575,0.0576407719,0.0575101709,0.0578463221,0.0582760334,0.0583058023,0.0573288918,0.05929142,0.0607397218,0.0622234009,0.0637433217,0.0653003693,0.0668954507,0.0685294949,0.0702034536,0.0719183018,0.0736750383,0.0754746863,0.0773182941,0.0792069353,0.0811417101,0.0831237453,0.0851541953,0.0872342428,0.0893650993,0.0915480059,0.093784234,0.096075086,0.0984218963,0.1008260318,0.1032888927,0.1058119134,0.1083965636,0.1110443487,0.1137568107,0.1165355296,0.1193821238,0.1222982513,0.1252856105
DZA,0.0348903275,0.0383787704,0.037300415,0.0360104108,0.035440731,0.032351613,0.0335510182,0.038214159,0.0420188379,0.053593955,0.0511717176,0.0526748085,0.0600050974,0.0603576279,0.0654721403,0.069784894,0.0660749578,0.0627938414,0.0616302586,0.0624337101,0.065742256,0.0692261316,0.0728946279,0.0767575286,0.0808251358,0.0851082975,0.0896184365,0.0943675811,0.0993683968,0.1046342204,0.1101790955,0.1160178099,0.1221659348,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671,0.1286398671
EAP,0.0395157523,0.0384903024,0.0391197307,0.039792964,0.0388725768,0.0387779508,0.0372677431,0.0355416422,0.0372504913,0.0412398064,0.0401378817,0.0413534905,0.0433499339,0.0447883852,0.0455521026,0.0471022755,0.0474216163,0.048133278,0.049154081,0.0506972187,0.0515475029,0.0524120479,0.0532910929,0.054184881,0.0550936596,0.05601768,0.056957198,0.0579124734,0.0588837704,0.0598713579,0.060875509,0.0618965016,0.062934618,0.0639901455,0.0650633762,0.0661546068,0.0672641394,0.0683922808,0.0695393433,0.070705644,0.0718915057,0.0730972565,0.0743232298,0.075569765,0.0768372068,0.078125906,0.0794362189,0.0807685082,0.0821231423,0.0835004962,0.0849009507
EAR,0.0487371422,0.0511175117,0.0484173297,0.0497953247,0.0492796428,0.0488190435,0.0488563598,0.0486340448,0.04793871,0.0518893652,0.0497192135,0.0496878226,0.0503349913,0.0507727539,0.0508038087,0.0519307348,0.0506080351,0.0498915819,0.0482222264,0.0474455031,0.0475558232,0.0476663998,0.0477772335,0.047888325,0.0479996747,0.0481112834,0.0482231516,0.0483352799,0.0484476689,0.0485603192,0.0486732315,0.0487864063,0.0488998442,0.049013546,0.0491275121,0.0492417432,0.0493562399,0.0494710028,0.0495860326,0.0497013299,0.0498168952,0.0499327293,0.0500488327,0.050165206,0.05028185,0.0503987651,0.0505159522,0.0506334117,0.0507511443,0.0508691506,0.0509874314
EAS,0.0610887163,0.0614379998,0.06115431,0.0621164147,0.0618620688,0.0613908303,0.059460789,0.0574508008,0.0590018326,0.0639903098,0.0627942565,0.0670552818,0.0676693703,0.0653416329,0.0646716154,0.06448776,0.0653419339,0.0649685135,0.0651478419,0.0667748718,0.0672783724,0.0677856695,0.0682967918,0.0688117681,0.0693306275,0.0698533991,0.0703801127,0.0709107978,0.0714454844,0.0719842026,0.072526983,0.0730738561,0.0736248527,0.074180004,0.0747393413,0.0753028962,0.0758707004,0.076442786,0.0770191853,0.0775999308,0.0781850552,0.0787745917,0.0793685734,0.079967034,0.080570007,0.0811775267,0.0817896272,0.0824063431,0.0830277092,0.0836537606,0.0842845326
ECA,0.0489657525,0.0518139127,0.0542436305,0.0535747514,0.05126934,0.0510664132,0.0508804759,0.0503138904,0.0507644421,0.0561130134,0.0514591364,0.0486570349,0.0494986851,0.0500651707,0.0503574725,0.0503275689,0.0511823145,0.0513371428,0.0518016997,0.0541155831,0.0540188703,0.0539223304,0.0538259629,0.0537297677,0.0536337444,0.0535378927,0.0534422124,0.053346703,0.0532513643,0.053156196,0.0530611977,0.0529663693,0.0528717103,0.0527772205,0.0526828996,0.0525887472,0.0524947631,0.0524009469,0.0523072984,0.0522138173,0.0521205032,0.052027356,0.0519343751,0.0518415605,0.0517489117,0.0516564285,0.0515641106,0.0514719577,0.0513799694,0.0512881456,0.0511964858
ECS,0.0800796597,0.0819935205,0.0845665712,0.0864281513,0.0862779357,0.0861076115,0.0854531606,0.0844475313,0.0862079529,0.0942874894,0.0919205583,0.0903521142,0.0903869414,0.0909429313,0.0920019269,0.0927699571,0.093396078,0.0925308538,0.092801444,0.0936736409,0.0944501861,0.0952331688,0.0960226423,0.0968186606,0.0976212777,0.0984305484,0.0992465279,0.1000692718,0.1008988362,0.1017352776,0.102578653,0.1034290199,0.1042864362,0.1051509605,0.1060226515,0.1069015688,0.1077877723,0.1086813223,0.1095822797,0.1104907059,0.111406663,0.1123302132,0.1132614196,0.1142003455,0.1151470551,0.1161016128,0.1170640837,0.1180345334,0.119013028,0.1199996342,0.1209944193
ECU,0.0333109641,0.0375336552,0.044733963,0.0544066668,0.0556659126,0.0559422016,0.0570302916,0.0533981323,0.053773427,0.056990099,0.0611657906,0.0647737551,0.067622118,0.0680123425,0.0672399426,0.0749149466,0.0727991486,0.0742857885,0.0786490965,0.0781824684,0.0809268905,0.0837676495,0.086708127,0.0897518234,0.0929023621,0.0961634934,0.0995390995,0.1030331988,0.1066499506,0.1103936606,0.1142687851,0.1182799373,0.1224318921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921,0.1267295921
EGY,0.0492244291,0.0540030336,0.055107379,0.052242527,0.0485732365,0.0492229176,0.0484190083,0.0444493246,0.0446634817,0.0437870121,0.041531949,0.0435706949,0.0471025944,0.0491730928,0.0502518845,0.0533657265,0.0536399841,0.0563305616,0.04947577,0.0473997355,0.04738416,0.0473685895,0.0473530242,0.047337464,0.0473219089,0.047306359,0.0472908141,0.0472752743,0.0472597397,0.0472442101,0.0472286857,0.0472131664,0.0471976521,0.047182143,0.0471666389,0.04715114,0.0471356461,0.0471201574,0.0471046737,0.0470891951,0.0470737216,0.0470582532,0.0470427898,0.0470273316,0.0470118784,0.0469964303,0.0469809873,0.0469655493,0.0469501165,0.0469346887,0.0469192659
EMU,0.0864228809,0.0874401387,0.089645098,0.0917579117,0.0920131886,0.0929880158,0.0928982266,0.0918966994,0.0949054672,0.1025324428,0.1021197774,0.1009410594,0.1018057097,0.1023746942,0.102690132,0.1021516938,0.1021404188,0.101674158,0.1015440622,0.1021941233,0.1033484814,0.1045158788,0.1056964629,0.1068903825,0.1080977883,0.1093188327,0.1105536697,0.111802455,0.1130653463,0.1143425029,0.115634086,0.1169402584,0.118261185,0.1195970324,0.1209479692,0.1223141659,0.1236957947,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301,0.1250930301
ERI,0.0576670074,0.0591931629,0.0668851233,0.0733703375,0.0700984955,0.0686417818,0.0685840559,0.0527863026,0.0641520452,0.0538878536,0.0492946005,0.0521969032,0.0378068161,0.0500735378,0.0405707884,0.0445335484,0.03518888,0.0372767901,0.0412821102,0.0445876694,0.0428230035,0.0411281787,0.0395004306,0.0379371046,0.0364356511,0.0349936213,0.0336086633,0.0322785184,0.0310010173,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763,0.0297740763
ESP,0.0679921818,0.0676895761,0.0680052805,0.0756392097,0.0765912247,0.0773195314,0.0782912683,0.079183569,0.083818779,0.0910707188,0.091185751,0.0916859245,0.0915699196,0.0906737709,0.0908936405,0.0912617207,0.089523859,0.089569416,0.0899036121,0.0913213158,0.093079759,0.094872062,0.0966988768,0.0985608679,0.1004587127,0.1023931016,0.1043647382,0.1063743398,0.1084226374,0.1105103761,0.1126383154,0.1148072294,0.117017907,0.1192711525,0.1215677855,0.1239086414,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718,0.1262945718
EST,0.0515698433,0.0477708292,0.0470043564,0.0485959911,0.05119555,0.0505801439,0.0476530361,0.0498330879,0.0571032381,0.0651218891,0.0627124023,0.057667613,0.0579034519,0.0597791481,0.0608077621,0.0634629202,0.0642956781,0.0659183788,0.0668642807,0.067304492,0.0687654172,0.0702580535,0.0717830893,0.0733412278,0.0749331877,0.0765597029,0.0782215236,0.0799194161,0.0816541634,0.0834265655,0.0852374398,0.0870876212,0.0889779631,0.0909093371,0.0928826339,0.0948987635,0.0969586556,0.0990632602,0.1012135478,0.1034105099,0.1056551598,0.1079485324,0.1102916856,0.1126856996,0.1151316787,0.1176307506,0.1201840679,0.1227928081,0.1254581741,0.1254581741,0.1254581741
ETH,0.043650465,0.0472316694,0.047126298,0.0489970922,0.0431281853,0.0410098124,0.0445757294,0.0500128365,0.0428063917,0.0464983416,0.0546637249,0.0446897888,0.0453959608,0.0407506514,0.0403363609,0.0382317114,0.0360033059,0.0345336151,0.0330818701,0.0323808599,0.032041505,0.0317057066,0.0313734274,0.0310446305,0.0307192794,0.0303973381,0.0300787707,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542,0.029763542
EUU,0.0843508987,0.0855758764,0.0877987135,0.0899782623,0.0900375567,0.0907375121,0.0904193843,0.0893016789,0.0920099326,0.0995896403,0.0988149416,0.098251925,0.0991567068,0.0998162081,0.1000286082,0.0993742161,0.0994321789,0.0988456863,0.0986761936,0.0991558249,0.1002429037,0.1013419005,0.1024529461,0.1035761723,0.1047117129,0.1058597028,0.1070202785,0.108193578,0.1093797407,0.1105789078,0.1117912217,0.1130168267,0.1142558683,0.115508494,0.1167748527,0.1180550949,0.1193493728,0.1206578403,0.1219806529,0.1233179681,0.1246699446,0.1246699446,0.1246699446,0.1246699446,0.1246699446,0.1246699446,0.1246699446,0.1246699446,0.1246699446,0.1246699446,0.1246699446
FCS,0.0490806833,0.0526142536,0.0488144015,0.0529775533,0.049448489,0.0452942967,0.0484227446,0.0476277499,0.0434777865,0.049091327,0.0452694444,0.0453785636,0.0437333331,0.0427271301,0.0444006196,0.0431763981,0.0440391736,0.0456102792,0.0426323194,0.0424439951,0.0420308642,0.0416217546,0.041216627,0.0408154428,0.0404181635,0.0400247511,0.0396351681,0.039249377,0.0388673411,0.0384890238,0.0381143888,0.0377434004,0.037376023,0.0370122215,0.036651961,0.0362952072,0.0359419259,0.0355920832,0.0352456458,0.0349025804,0.0345628543,0.0342264349,0.0338932901,0.0335633879,0.0332366969,0.0329131857,0.0325928235,0.0322755795,0.0319614234,0.0316503252,0.0313422551
FIN,0.0709253168,0.0725090408,0.0762769508,0.0793805122,0.0805912876,0.0828795624,0.082841177,0.0808359337,0.0834310627,0.0916122246,0.0914202785,0.0922303009,0.095857954,0.0980534649,0.0978115082,0.0964523888,0.0937796021,0.0912670135,0.0903608513,0.0915348339,0.0931710536,0.0948365212,0.0965317598,0.0982573014,0.1000136877,0.10180147,0.1036212097,0.1054734778,0.107358856,0.109277936,0.1112313203,0.1132196221,0.1152434655,0.1173034859,0.1194003299,0.1215346558,0.1237071335,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452,0.1259184452
FJI,0.0342441201,0.0290547323,0.02983495,0.0297298193,0.0325768542,0.0325656676,0.0334798169,0.0341514993,0.031846714,0.0353587651,0.03416641,0.0314293504,0.032655499,0.0320040703,0.033686049,0.0332468939,0.0327979708,0.0318689561,0.0342045617,0.0381607008,0.0382730335,0.038385697,0.038498692,0.0386120197,0.038725681,0.0388396768,0.0389540083,0.0390686762,0.0391836818,0.0392990258,0.0394147094,0.0395307336,0.0396470992,0.0397638075,0.0398808592,0.0399982555,0.0401159975,0.040234086,0.0403525221,0.0404713068,0.0405904412,0.0407099263,0.0408297632,0.0409499528,0.0410704962,0.0411913944,0.0413126485,0.0414342596,0.0415562286,0.0416785567,0.0418012449
FRA,0.0958447742,0.0970562744,0.1002218628,0.1008283329,0.1016429329,0.102148447,0.1038566494,0.1031564426,0.1050084686,0.1128756237,0.1122560215,0.1118497658,0.1129740047,0.1141635036,0.1154441643,0.114475565,0.1147163677,0.1133276176,0.1118583012,0.1105747223,0.1118583287,0.1131568358,0.1144704166,0.1157992461,0.1171435013,0.1185033613,0.1198790073,0.1212706224,0.1226783921,0.1241025039,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474,0.1255431474
FSM,0.0776511145,0.0845260048,0.078972044,0.0957150459,0.1202715683,0.1773306656,0.1074129105,0.110585041,0.1199137974,0.1255259228,0.1310624504,0.1309527493,0.122770977,0.1213848686,0.1173216343,0.1245648766,0.1313922405,0.1221438789,0.1170362568,0.114420805,0.1160352979,0.1176725715,0.1193329472,0.1210167511,0.1227243136,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701,0.1244559701
GAB,0.0290536737,0.0315246463,0.0333046246,0.0353691506,0.0333140016,0.0293410254,0.0314508867,0.0316386676,0.0279445171,0.0383981347,0.0247556782,0.0255771661,0.0242097521,0.028408711,0.0253282118,0.026574378,0.0310769749,0.0278068829,0.0274500299,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205,0.0276836205
GBR,0.0719528341,0.0756716347,0.0794137812,0.0811239147,0.0839001179,0.0844144344,0.0860818768,0.087854166,0.0906439972,0.098809166,0.0983532333,0.0984848499,0.0991419888,0.0997566223,0.0995041275,0.0990072441,0.0987313271,0.0980787468,0.0990384102,0.1015402699,0.103418177,0.1053308145,0.1072788248,0.109262862,0.1112835923,0.1133416945,0.1154378596,0.1175727917,0.1197472076,0.1219618377,0.1242174256,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288,0.1265147288
GEO,0.07194592,0.0716950893,0.0781474257,0.0802952862,0.0808910847,0.0807734108,0.0763208055,0.074351778,0.0844467163,0.0956681633,0.0907341194,0.080144434,0.0804715919,0.0788304806,0.0790386868,0.0742301512,0.0799670744,0.0705804443,0.0711329746,0.0665744257,0.0666338428,0.0666933129,0.0667528361,0.0668124124,0.0668720419,0.0669317246,0.0669914606,0.0670512498,0.0671110925,0.0671709885,0.0672309381,0.0672909411,0.0673509976,0.0674111078,0.0674712716,0.0675314891,0.0675917604,0.0676520854,0.0677124643,0.0677728971,0.0678333838,0.0678939245,0.0679545192,0.068015168,0.068075871,0.0681366281,0.0681974394,0.068258305,0.0683192249,0.0683801992,0.068441228
