Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
OMN,562936.3513,616252.7498999999,633807.6076,692604.3128,709089.7435999999,819499.0785999999,891867.5486,903731.8553999999,957646.1449999999,1008449.8775999999,958103.2927199998,910285.4510839997,864883.1225297997,821747.7774033097,780770.3815331442
PAK,1680062.9631999999,1787391.0943999998,1868581.5643999998,1889260.332,1965054.3047999998,2040427.067,2041195.8639999998,2073160.5363999999,2151117.503,2204864.8159999996,2094921.9851999995,1990524.3669399994,1891372.9985929995,1797141.8056633493,1707659.3103801818
PAN,195728.9421,222351.292,260816.13429999998,303858.0909,359847.05419999996,421957.3427,488093.71129999997,571224.9811999999,623659.9016,673170.6497999999,639569.2043,607658.1511,577351.766539775,548567.5602127862,521226.52920214686
PER,1039568.6003999999,1111847.567,1211165.723,1311978.5669999998,1413486.023,1525050.318,1624798.4263999998,1733734.568,1805538.2691999997,1882242.5115999999,1788336.8470199998,1699146.3766689997,1614433.3308355496,1533978.576293772,1457562.9564790833
PHL,2516727.4883999997,2705320.194,2710042.37,2717905.1783999996,2744209.174,2831443.6767999995,2942524.206,3030377.2103999997,3287837.8167999997,3533106.419,3356812.849,3189366.2937779995,3030302.3320890996,2879224.3614846445,2735733.205410412
POL,2890863.8567999997,3024656.0631999997,3182343.378,3296649.23,3430559.812,3624941.194,3778237.7191999997,3790703.045,3909212.9807999996,4039720.1951999995,3838333.6434399993,3647098.3902679994,3465433.358754599,3292973.426816869,3129187.663476025
PRT,3037593.2855999996,3021032.3063999997,3170846.869,3321610.999,3515182.0399999996,3475598.849,3786169.4991999995,3688224.7679999997,3704091.2151999995,3739225.8727999995,3552493.428159999,3375124.4617519993,3206623.6366643994,3046579.641831179,2894553.69173962
PRY,327304.82149999996,346848.95999999996,342301.62,339526.2188,337281.501,341741.9443,341334.7288,343987.26359999995,357350.348,370181.26529999997,351707.63403499994,334162.2033332499,317496.0461665874,301664.198858258,286625.9259153451
QAT,855787.4933999999,1030843.5621999999,1198850.3717999998,1351507.142,1279728.4627999999,1369105.4279999998,1604912.676,1756542.164,1921155.2307999998,2088301.8151999998,1984031.1354399999,1885009.3106679998,1790994.5541345996,1701657.8294278695,1616796.3439564758
ROU,1791804.661,2121922.778,2304913.995,2205411.138,2124874.4587999997,2095287.7163999998,2046680.7419999999,2177408.9875999996,2223721.1191999996,2317215.552,2201606.4737799997,2091812.1650909996,1987521.0268364495,1888496.049494627,1794451.8080198956
RUS,18800863.83,19055757.391999997,19971478.43,20914277.545599997,21932605.817599997,23598343.14,24029205.77,24727358.96,24811616.44,24924730.515199997,23679982.109439995,22497826.133967992,21375204.72726959,20308454.45090611,19295216.048360802
RWA,33669.83718,36569.5559,38091.032606249995,41263.636837499995,43450.01916249999,44575.034687499996,52963.789274999996,54919.852237499996,59204.963299999996,65440.723824999994,62178.86163374999,59080.98455206249,56140.24832445936,53347.33290823639,50693.62926282457
SAU,4954585.655,5599495.349,5905220.315199999,6427798.382,6549152.531199999,7639723.68,8315526.7343999995,8545096.988799999,8812906.603,9102230.99,8647853.711879998,8216335.183285998,7806626.994121699,7417363.224415613,7047595.773194833
SDN,791878.4391999999,1023747.3859999999,631415.9633999999,579935.1022,513736.97959999996,419298.1112,305220.0874,398809.33699999994,402541.32369999995,407513.2826,387172.85946999997,367849.36449649994,349490.41627167497,332054.0044580912,315481.09723518667
SEN,178703.66504999998,188477.4987,189698.24294999999,173674.8644,173537.42164999997,176961.40024999998,175670.40079999997,182415.88244999998,194655.7859,207601.1286,197245.6061,187410.909816375,178068.10832555624,169195.63990927843,160769.54291381448
SGP,2084809.9071999998,2229853.211,2305063.167,2396896.819,2469277.9603999997,2535794.076,2565740.916,2601685.4335999996,2682286.5939999996,2757568.5695999996,2620039.6291199992,2489471.7586639994,2365496.6457307995,2247723.2414442594,2135867.7873720466
SLE,24943.134831249998,29656.57404,29175.88532,22544.61348,20697.057359374998,24314.474599999998,24879.884599999998,21895.825556249998,21794.95401,21763.28002,20681.7980178125,19654.70211692187,18679.086011075775,17751.528710521987,16871.363274995885
SLV,118249.23587499998,138600.93824999998,157050.9984,168247.0287,182280.76549999998,194330.595,213567.3068,234705.56064999997,241933.96659999999,250972.667,238448.95464999997,226555.54991749997,215259.76142162498,204530.78935054372,194340.09788301654
SRB,796340.0454,811467.5297999999,800002.0576,848874.2533999999,836823.8023999999,729172.8661999999,788828.0321999999,781930.752,786875.4829999999,797159.3685999999,757354.7562,719549.8053614999,683635.8780934248,649529.2711887535,617135.3576293159
STP,534.8982076171875,529.6556808593749,6177.195728,5173.872425,7897.440616,6249.468459,5296.221284374999,4921.413789843749,4905.240019,4866.7621890625,4623.900079609374,4393.234075628906,4174.11837184746,3966.0964532550875,3768.6036305923326
SUR,59875.57063749999,64019.18884999999,65609.19395,67230.46201,69463.01447499999,72370.26447499999,73824.77669,81093.87411,81438.4083,81823.95978,77735.67378624999,73851.97409693748,70163.0063920906,66658.60307248606,63330.59091886175
SVK,715841.4607999999,749720.3467999999,804751.9025999999,835382.3677999999,929323.0338,922718.5637999999,953906.9001999999,965193.9273999999,979392.8561999999,997483.0889999999,947715.5865499999,900448.4492224999,855541.7027613748,812897.449623306,772395.1941421407
SVN,450252.94529999996,470501.31999999995,546282.1396,582243.0577,575733.5044,590002.929,624496.0667999999,626101.4702999999,628845.0721999999,633830.0234999999,602191.8643249999,572143.8411087497,543596.6240533122,516485.9608506466,490734.86080811423
SWE,2699089.938,2760486.8871999998,2945921.7983999997,3205301.43,3184124.46,3240972.4655999998,3360772.018,3449998.3671999997,3485906.153,3520824.9119999995,3345328.8143999996,3178699.560679999,3020344.4786459995,2869912.168713699,2727025.5992780137
SWZ,62269.340137499996,68088.24111249999,61432.74888,58325.956262499996,56024.55711,49720.54639,44037.20848,40113.41345,40820.719806249996,40598.98435,38573.01913249999,36649.21917587499,34821.549217081236,33085.32775622717,31436.20636841581
SYR,510235.84859999997,528765.2967,532000.3241,528788.3141,532735.0763999999,525328.446,520635.42269999994,518434.97529999993,518981.85909999994,523109.71299999993,497395.0493654638,473027.373819871,449898.7337165063,427948.5152935675,407118.4302505386
TCD,50845.105774999996,56691.49029,52675.28982499999,50909.96752499999,61886.57059999999,64077.52934,76558.94004999999,57766.11515,59014.889299999995,60372.229187499994,57368.23272812499,54515.754091718736,51806.22738713279,49233.521017776155,46790.51496688734
TGO,50062.70966,56478.59939,53860.385174999996,54307.229499999994,54546.54129,56097.22333,55627.562099999996,57348.71425,59220.55218,61185.68274999999,58133.798612499995,55235.44668187499,52481.81834778124,49866.80843039218,47383.23400887257
THA,6193192.851199999,6595110.980799999,6692884.405,6797406.177599999,6887112.764799999,7007181.788799999,6943951.467,7047490.309,7129259.020799999,7224532.771199999,6863806.634,6521122.571957999,6195562.065360099,5886298.798092094,5592512.777187489
TJK,310591.34199999995,350237.04909999995,367844.27739999996,376247.9542,683323.4885999999,415389.9251,436061.87609999994,460689.2911,458557.4949,458149.51749999996,435250.1756,413496.60084374994,392832.2638015624,373202.5056114843,354555.37533091
TKM,439652.3499,484602.72559999995,524564.9018999999,575780.2209,635328.3199,682733.4572,733755.5743999999,788728.8248,845345.8544,902734.7287999999,857650.3773599999,814828.7924919999,774165.3158673999,735534.7660740298,698841.9107703284
TTO,208496.64174999998,227742.27584999998,180352.5169,104523.60737499999,95169.24979999999,121643.9515,109844.32599999999,95632.81583,98776.34504999999,100329.02707499999,95333.38372,90591.21053518749,86091.70300842811,81815.14185800671,77752.52376510637
TUN,842929.1878,916405.2198,824980.9892,726722.9166,638866.8241,564390.0965999999,492950.0218,437313.2768,444258.03539999994,451115.73689999996,428602.44405499997,407219.13485225,386902.7741096375,367606.1764041556,349278.50358394784
TUR,6452088.717,6685039.562,7936968.619,8956570.467,10587875.68,11437899.44,11982336.82,11891495.24,12602135.25,13134481.036799999,12478474.1,11855358.287011998,11263496.172661398,10701451.334028328,10167723.08732691
TWN,5246489.595199999,5530162.769599999,5462858.288,5465465.109,5465615.884799999,5380289.18,5279902.84,5273319.703199999,5352119.090399999,5464815.168,5192247.587599999,4933408.246219999,4687498.740908999,4453879.477863548,4231960.520970371
TZA,631869.0131999999,745000.1758,642510.9517,568132.9905,519600.60209999996,486692.25639999995,444654.42389999994,408235.84449999995,455213.7163,510049.78459999996,484610.66836999997,460448.0989514999,437499.8670039249,415704.0116537286,394998.6780710422
UGA,267926.72644999996,316701.1785,296129.9988,277284.24189999996,261828.85979999998,239107.73864999998,220904.26344999997,203924.03874999998,218348.28944999998,234316.12949999998,222638.22002499996,211549.07802374996,201019.06312256245,191019.20296643433,181523.8298181126
UKR,3218082.4231999996,3180003.4631999996,3804744.4607999995,4479080.818,5188704.854,6256780.544,7409773.598,9032838.742,9100138.091,9092546.68,8638075.924999999,8206371.996749998,7796214.270912497,7406581.897366872,7036436.901498528
URY,311181.2331,335977.04799999995,345196.2385,356394.64469999995,362291.95119999995,375545.36209999997,383865.31009999994,402721.1321,404797.34969999996,409271.5473,388861.63593499997,369479.31613824994,351075.5153313374,333598.9805647705,317001.513536532
USA,78345324.31359999,79138295.71839999,80117336.26,81140431.62,82284173.44,83482153.56,84657893.26079999,85900877.77,87267075.14879999,88616621.72,84207144.76551999,80020468.707244,76045452.1718818,72270900.29328771,68686523.05862333
UZB,618801.7464999999,675199.0682,734282.7289999999,805453.0911999999,892670.4308,970890.6135999999,1051727.562,1153720.468,1293881.1963999998,1492311.876,1417762.7251999998,1346951.9289399998,1279694.4574929997,1215811.3186183497,1155133.405687432
VCT,9845.459768749999,10962.633237499998,10900.227612499999,10954.75359,10280.597399999999,10986.321059375,10654.98103,11428.281956249999,11672.102487499998,11795.136806249999,11206.244965937498,10646.821717640622,10115.46963175859,9610.77915017066,9131.413192662127
VEN,3216269.5823999997,3517598.3055999996,3519963.564,3263373.6087999996,2314303.972,2260407.326,799177.6817999999,295979.5236,287755.6953,279615.8163,265678.8135,252452.53881074997,239922.01587021246,228025.11807670182,216730.18917286673
VNM,1490234.0543999998,1566418.1195999999,1630798.8299999998,1695290.8579999998,1786805.3135999998,1898662.66,2001614.2767999999,2173041.937,2352606.5291999998,2578286.7627999997,2449718.7346599996,2327602.8739269995,2211630.6952306493,2101482.8624691167,1996877.2043456607
YEM,302706.2384,280191.67234999995,213504.5904,217133.92109999998,217348.45609999998,986161.4153999999,1157089.9911999998,690113.3008,694307.6004,703903.6105999999,668728.6500699999,635311.6115664998,603569.5649881748,573409.892738766,544755.5901018278
ZAF,3038016.0999999996,3331299.1591999996,3349322.666,3423991.753,3500019.7487999997,3533216.7743999995,3559100.8431999995,3581723.9799999995,3652407.7687999997,3718336.339,3532757.398,3356540.3063279996,3189120.0460115992,3030044.6357110194,2878945.448925468
ZMB,332067.7592,391703.8977,356532.3882,343486.85569999996,341278.46849999996,338567.10699999996,359694.7544,353674.34089999995,370893.84229999996,389738.8774,370270.07152999996,351778.664,334218.8527558249,317536.07311803364,301685.18246213195
ZWE,90930.4392,90466.62254999999,70138.39872499999,76336.20961,74060.63486,79289.73501,83208.06641249999,86779.68819999999,88318.51567499999,89295.63237499999,84857.72875624998,80650.85831843749,76650.84240251561,72853.53128238983,69246.77371827033
