Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Thailand,THA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,9.67544E+11,9.75673E+11,1.04634E+12,1.07446E+12,1.08504E+12,1.11904E+12,1.15748E+12,1.20584E+12,1.25636E+12,1.28483E+12,1.20647E+12
Tajikistan,TJK,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,17990645743,19321953636,20771100055,22308161407,23802808375,25230976702,26971913999,28886920271,31082326035,33382418049,34884626700
Turkmenistan,TKM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,43835935216,50279817661,55860877402,61558686953,67899231692,72312681690,76796067931,81787812382,86858656702,92330752074,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,8.47334E+12,8.86822E+12,9.10632E+12,9.38093E+12,9.53054E+12,9.6013E+12,9.61039E+12,9.80509E+12,9.98281E+12,1.00668E+13,9.38656E+12
Timor-Leste,TLS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3205570417,3396495708,3561340025,3670611357,3836230797,3942152165,4075606100,3950440171,3923279217,4689723600,5176134942
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.24878E+12,3.24679E+12,3.3232E+12,3.38057E+12,3.46141E+12,3.53174E+12,3.78361E+12,3.90569E+12,3.93307E+12,3.95628E+12,3.85295E+12
Tonga,TON,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,537262761.9,573894820.7,578618564.5,580425636.1,592142691.1,599081941.7,638447619.1,659659610.6,661638651.5,666495277.8,670858813
South Asia (IDA & IBRD),TSA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,6.68032E+12,7.02031E+12,7.40475E+12,7.85148E+12,8.3951E+12,9.01631E+12,9.70996E+12,1.03521E+13,1.10187E+13,1.14625E+13,1.07961E+13
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,3.17898E+12,3.32031E+12,3.44219E+12,3.61374E+12,3.79041E+12,3.90459E+12,3.96863E+12,4.07612E+12,4.19326E+12,4.30597E+12,4.22436E+12
Trinidad and Tobago,TTO,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,38355852242,38242950100,38728621938,39591911892,39230617892,39812714360,37582478505,36459762018,36483843608,36029099009,33199395209
Tunisia,TUN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.1475E+11,1.12841E+11,1.17256E+11,1.19769E+11,1.23011E+11,1.24241E+11,1.25629E+11,1.28449E+11,1.31674E+11,1.3352E+11,1.2126E+11
Turkey,TUR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.44854E+12,1.61078E+12,1.68791E+12,1.83114E+12,1.9216E+12,2.03852E+12,2.10626E+12,2.26427E+12,2.33174E+12,2.35249E+12,2.39468E+12
Tuvalu,TUV,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,34524684.41,37119543.88,35695731.41,37329462.11,37832667.99,41291668.69,42544756.53,44286546.39,45393710.05,49822364.69,52014548.74
Tanzania,TZA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,86429062135,93060034123,97247878561,1.03843E+11,1.10834E+11,1.17662E+11,1.25742E+11,1.34275E+11,1.41586E+11,1.49798E+11,1.52788E+11
Uganda,UGA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,60754612566,66460476474,69010867755,71486222591,75136528811,79034506631,82813146623,85406362066,90790314035,96636070871,99488097436
Ukraine,UKR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,5.60607E+11,5.91133E+11,5.92034E+11,5.92303E+11,5.32605E+11,4.80554E+11,4.92284E+11,5.03902E+11,5.21479E+11,5.38164E+11,5.16638E+11
Upper middle income,UMC,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,2.87429E+13,3.06012E+13,3.23258E+13,3.40232E+13,3.54976E+13,3.68588E+13,3.82912E+13,4.01858E+13,4.20585E+13,4.36707E+13,4.31404E+13
Uruguay,URY,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,64812942531,68158672845,70570248494,73842971037,76234590698,76517223784,77810210427,79076769219,79454682780,79733129453,75061787660
United States,USA,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.68014E+13,1.70619E+13,1.74458E+13,1.77671E+13,1.82159E+13,1.87762E+13,1.90975E+13,1.9543E+13,2.01286E+13,2.05636E+13,1.98635E+13
Uzbekistan,UZB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1.41497E+11,1.52145E+11,1.62951E+11,1.74841E+11,1.86859E+11,2.00348E+11,2.12233E+11,2.21561E+11,2.33426E+11,2.46753E+11,2.50985E+11
St. Vincent and the Grenadines,VCT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1239319051,1234100069,1251118488,1274112262,1289542295,1306711988,1331521060,1344833245,1373878013,1381214842,1336286217
"Venezuela, RB",VEN,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
British Virgin Islands,VGB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
Vietnam,VNM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,4.47704E+11,4.75642E+11,5.006E+11,5.27742E+11,5.59321E+11,5.96679E+11,6.33738E+11,6.7691E+11,7.24806E+11,7.75669E+11,7.98209E+11
Vanuatu,VUT,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,729666234.8,752562242.5,760163346.3,763725536,787601476.9,790528034.3,827593346.9,879860867.1,905378858.3,940802120.7,876695947.6
World,WLD,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,9.61607E+13,9.98781E+13,1.02998E+14,1.06373E+14,1.10013E+14,1.13748E+14,1.17477E+14,1.21894E+14,1.26259E+14,1.29828E+14,1.25654E+14
Samoa,WSM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,1117539049,1163398837,1115879881,1112059919,1112640088,1160448906,1254749878,1267829813,1252195413,1307039387,1273152976
Kosovo,XKX,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,13544694254,14400703520,14647271671,15429569001,15946275073,16889699832,17830752782,18691209712,19327950257,20247348113,19166083983
"Yemen, Rep.",YEM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,
South Africa,ZAF,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,6.9751E+11,7.19611E+11,7.36854E+11,7.55169E+11,7.65845E+11,7.75969E+11,7.81126E+11,7.90171E+11,8.01925E+11,8.02832E+11,7.51194E+11
Zambia,ZMB,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,42525901758,44892299081,48303033348,50745829682,53129864885,54681456236,56746599390,58735190956,61104858650,61985566660,60259234496
Zimbabwe,ZWE,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,36176834845,41311743293,48196522445,49155388770,50323777622,51219476803,51606629079,54037039239,56643899781,53163564721,49841507415
